연월일,읍면동,법정동리,인구(계),인구(남),인구(여),세대수,기준일자
2021-04-30,양주2동,광사동,11613,5848,5765,4802,2022-12-20
2021-04-30,양주2동,만송동,9384,4418,4966,4074,2022-12-20
2021-04-30,양주2동,삼숭동,20071,9841,10230,7234,2022-12-20
2021-04-30,양주2동,고읍동,9069,4405,4664,3147,2022-12-20
2021-04-30,회천1동,덕정동,8458,4323,4135,3884,2022-12-20
2021-04-30,회천1동,봉양동,1265,795,470,829,2022-12-20
2021-04-30,회천2동,덕계동,21795,11055,10740,9303,2022-12-20
2021-04-30,회천2동,회정동,5281,2700,2581,2227,2022-12-20
2021-04-30,회천3동,덕정동,10221,5054,5167,3670,2022-12-20
2021-04-30,회천3동,고암동,17142,8504,8638,7241,2022-12-20
2021-04-30,회천4동,회암동,928,536,392,531,2022-12-20
2021-04-30,회천4동,율정동,546,332,214,353,2022-12-20
2021-04-30,회천4동,옥정동,52513,26308,26205,20980,2022-12-20
2021-05-31,백석읍,방성리,6342,3322,3020,3164,2022-12-20
2021-05-31,백석읍,오산리,3536,1816,1720,1596,2022-12-20
2021-05-31,백석읍,복지리,9471,4621,4850,3545,2022-12-20
2021-05-31,백석읍,가업리,4883,2416,2467,2069,2022-12-20
2021-05-31,백석읍,홍죽리,881,483,398,479,2022-12-20
2021-05-31,백석읍,연곡리,706,392,314,360,2022-12-20
2021-05-31,백석읍,기산리,493,263,230,366,2022-12-20
2021-05-31,은현면,용암리,1293,729,564,672,2022-12-20
2021-05-31,은현면,선암리,1148,664,484,607,2022-12-20
2021-05-31,은현면,운암리,748,430,318,411,2022-12-20
2021-05-31,은현면,봉암리,937,524,413,529,2022-12-20
2021-05-31,은현면,하패리,1003,573,430,538,2022-12-20
2021-05-31,은현면,도하리,725,414,311,395,2022-12-20
2021-05-31,남면,신산리,3021,1651,1370,1535,2022-12-20
2021-05-31,남면,신암리,336,187,149,197,2022-12-20
2021-05-31,남면,매곡리,319,146,173,180,2022-12-20
2021-05-31,남면,구암리,391,228,163,226,2022-12-20
2021-05-31,남면,두곡리,147,81,66,100,2022-12-20
2021-05-31,남면,경신리,293,183,110,180,2022-12-20
2021-05-31,남면,상수리,1029,610,419,619,2022-12-20
2021-05-31,남면,입암리,408,252,156,251,2022-12-20
2021-05-31,남면,한산리,578,320,258,322,2022-12-20
2021-05-31,남면,황방리,330,183,147,164,2022-12-20
2021-05-31,광적면,가납리,5357,2888,2469,2607,2022-12-20
2021-05-31,광적면,광석리,1398,732,666,619,2022-12-20
2021-05-31,광적면,우고리,630,267,363,245,2022-12-20
2021-05-31,광적면,비암리,367,180,187,211,2022-12-20
2021-05-31,광적면,효촌리,553,310,243,277,2022-12-20
2021-05-31,광적면,덕도리,881,516,365,491,2022-12-20
2021-05-31,광적면,석우리,2693,1530,1163,1505,2022-12-20
2021-05-31,장흥면,교현리,1099,619,480,525,2022-12-20
2021-05-31,장흥면,울대리,778,446,332,391,2022-12-20
2021-05-31,장흥면,부곡리,3808,1857,1951,1797,2022-12-20
2021-05-31,장흥면,석현리,411,209,202,257,2022-12-20
2021-05-31,장흥면,일영리,2732,1346,1386,1383,2022-12-20
2021-05-31,장흥면,삼상리,1017,552,465,488,2022-12-20
2021-05-31,장흥면,삼하리,673,364,309,327,2022-12-20
2021-05-31,양주1동,유양동,702,395,307,387,2022-12-20
2021-05-31,양주1동,어둔동,333,177,156,159,2022-12-20
2021-05-31,양주1동,남방동,1107,598,509,657,2022-12-20
2021-05-31,양주1동,마전동,544,295,249,303,2022-12-20
2021-05-31,양주1동,산북동,2600,1327,1273,1209,2022-12-20
2021-05-31,양주2동,광사동,11636,5847,5789,4810,2022-12-20
2021-05-31,양주2동,만송동,9395,4417,4978,4086,2022-12-20
2021-05-31,양주2동,삼숭동,20071,9838,10233,7237,2022-12-20
2021-05-31,양주2동,고읍동,9055,4409,4646,3146,2022-12-20
2021-05-31,회천1동,덕정동,8450,4322,4128,3888,2022-12-20
2021-05-31,회천1동,봉양동,1269,796,473,836,2022-12-20
2021-05-31,회천2동,덕계동,21866,11079,10787,9346,2022-12-20
2021-05-31,회천2동,회정동,5273,2698,2575,2239,2022-12-20
2021-05-31,회천3동,덕정동,10225,5045,5180,3686,2022-12-20
2021-05-31,회천3동,고암동,17145,8509,8636,7246,2022-12-20
2021-05-31,회천4동,회암동,928,538,390,530,2022-12-20
2021-05-31,회천4동,율정동,545,332,213,351,2022-12-20
2021-05-31,회천4동,옥정동,52717,26423,26294,21032,2022-12-20
2021-06-30,백석읍,방성리,6350,3336,3014,3185,2022-12-20
2021-06-30,백석읍,오산리,3518,1807,1711,1590,2022-12-20
2021-06-30,백석읍,복지리,9496,4628,4868,3554,2022-12-20
2021-06-30,백석읍,가업리,4872,2419,2453,2068,2022-12-20
2021-06-30,백석읍,홍죽리,885,484,401,484,2022-12-20
2021-06-30,백석읍,연곡리,707,390,317,361,2022-12-20
2021-06-30,백석읍,기산리,496,268,228,370,2022-12-20
2021-06-30,은현면,용암리,1293,730,563,667,2022-12-20
2021-06-30,은현면,선암리,1159,673,486,615,2022-12-20
2021-06-30,은현면,운암리,740,428,312,410,2022-12-20
2021-06-30,은현면,봉암리,935,526,409,531,2022-12-20
2021-06-30,은현면,하패리,1010,574,436,543,2022-12-20
2021-06-30,은현면,도하리,726,414,312,399,2022-12-20
2021-06-30,남면,신산리,3011,1649,1362,1532,2022-12-20
2021-06-30,남면,신암리,336,187,149,196,2022-12-20
2021-06-30,남면,매곡리,322,148,174,185,2022-12-20
2021-06-30,남면,구암리,385,225,160,225,2022-12-20
2021-06-30,남면,두곡리,148,80,68,102,2022-12-20
2021-06-30,남면,경신리,293,183,110,179,2022-12-20
2021-06-30,남면,상수리,1036,610,426,623,2022-12-20
2021-06-30,남면,입암리,407,252,155,252,2022-12-20
2021-06-30,남면,한산리,579,319,260,324,2022-12-20
2021-06-30,남면,황방리,327,180,147,164,2022-12-20
2021-06-30,광적면,가납리,5408,2919,2489,2637,2022-12-20
2021-06-30,광적면,광석리,1382,720,662,612,2022-12-20
2021-06-30,광적면,우고리,632,268,364,247,2022-12-20
2021-06-30,광적면,비암리,367,179,188,209,2022-12-20
2021-06-30,광적면,효촌리,559,312,247,280,2022-12-20
2021-06-30,광적면,덕도리,876,516,360,486,2022-12-20
2021-06-30,광적면,석우리,2675,1519,1156,1506,2022-12-20
2021-06-30,장흥면,교현리,1095,620,475,528,2022-12-20
2021-06-30,장흥면,울대리,779,447,332,393,2022-12-20
2021-06-30,장흥면,부곡리,3807,1863,1944,1988,2022-12-20
2021-06-30,장흥면,석현리,413,208,205,257,2022-12-20
2021-06-30,장흥면,일영리,2768,1361,1407,1405,2022-12-20
2021-06-30,장흥면,삼상리,1017,556,461,488,2022-12-20
2021-06-30,장흥면,삼하리,663,358,305,323,2022-12-20
2021-06-30,양주1동,유양동,700,393,307,386,2022-12-20
2021-06-30,양주1동,어둔동,339,179,160,160,2022-12-20
2021-06-30,양주1동,남방동,1108,597,511,659,2022-12-20
2021-06-30,양주1동,마전동,539,291,248,302,2022-12-20
2021-06-30,양주1동,산북동,2594,1327,1267,1213,2022-12-20
2021-06-30,양주2동,광사동,11643,5850,5793,4824,2022-12-20
2021-06-30,양주2동,만송동,9393,4422,4971,4081,2022-12-20
2021-06-30,양주2동,삼숭동,20064,9824,10240,7233,2022-12-20
2021-06-30,양주2동,고읍동,9048,4403,4645,3153,2022-12-20
2021-06-30,회천1동,덕정동,8442,4318,4124,3888,2022-12-20
2021-06-30,회천1동,봉양동,1262,797,465,832,2022-12-20
2021-06-30,회천2동,덕계동,21886,11080,10806,9378,2022-12-20
2021-06-30,회천2동,회정동,5288,2708,2580,2243,2022-12-20
2021-06-30,회천3동,덕정동,10204,5034,5170,3686,2022-12-20
2021-06-30,회천3동,고암동,17160,8528,8632,7257,2022-12-20
2021-06-30,회천4동,회암동,928,538,390,529,2022-12-20
2021-06-30,회천4동,율정동,542,331,211,349,2022-12-20
2021-06-30,회천4동,옥정동,52782,26435,26347,21059,2022-12-20
2021-07-31,백석읍,방성리,6378,3353,3025,3202,2022-12-20
2021-07-31,백석읍,오산리,3530,1810,1720,1599,2022-12-20
2021-07-31,백석읍,복지리,9506,4638,4868,3563,2022-12-20
2021-07-31,백석읍,가업리,4863,2408,2455,2075,2022-12-20
2021-07-31,백석읍,홍죽리,887,484,403,484,2022-12-20
2021-07-31,백석읍,연곡리,703,389,314,356,2022-12-20
2021-07-31,백석읍,기산리,495,265,230,370,2022-12-20
2021-07-31,은현면,용암리,1292,728,564,664,2022-12-20
2021-07-31,은현면,선암리,1161,675,486,617,2022-12-20
2021-07-31,은현면,운암리,736,426,310,410,2022-12-20
2021-07-31,은현면,봉암리,931,523,408,529,2022-12-20
2021-07-31,은현면,하패리,1003,573,430,545,2022-12-20
2021-07-31,은현면,도하리,727,413,314,400,2022-12-20
2021-07-31,남면,신산리,3034,1662,1372,1547,2022-12-20
2021-07-31,남면,신암리,336,185,151,198,2022-12-20
2021-07-31,남면,매곡리,322,148,174,184,2022-12-20
2021-07-31,남면,구암리,378,223,155,219,2022-12-20
2021-07-31,남면,두곡리,152,81,71,106,2022-12-20
2021-07-31,남면,경신리,298,184,114,182,2022-12-20
2021-07-31,남면,상수리,1034,611,423,625,2022-12-20
2021-07-31,남면,입암리,405,251,154,252,2022-12-20
2021-07-31,남면,한산리,582,322,260,324,2022-12-20
2021-07-31,남면,황방리,329,181,148,165,2022-12-20
2021-07-31,광적면,가납리,5413,2924,2489,2646,2022-12-20
2021-07-31,광적면,광석리,1382,727,655,615,2022-12-20
2021-07-31,광적면,우고리,636,269,367,246,2022-12-20
2021-07-31,광적면,비암리,368,180,188,208,2022-12-20
2021-07-31,광적면,효촌리,544,304,240,273,2022-12-20
2021-07-31,광적면,덕도리,871,516,355,483,2022-12-20
2021-07-31,광적면,석우리,2671,1515,1156,1509,2022-12-20
2021-07-31,장흥면,교현리,1109,631,478,537,2022-12-20
2021-07-31,장흥면,울대리,796,454,342,398,2022-12-20
2021-07-31,장흥면,부곡리,3815,1861,1954,1987,2022-12-20
2021-07-31,장흥면,석현리,408,208,200,257,2022-12-20
2021-07-31,장흥면,일영리,2798,1379,1419,1424,2022-12-20
2021-07-31,장흥면,삼상리,1019,556,463,492,2022-12-20
2021-07-31,장흥면,삼하리,663,357,306,323,2022-12-20
2021-07-31,양주1동,유양동,704,396,308,388,2022-12-20
2021-07-31,양주1동,어둔동,341,179,162,163,2022-12-20
2021-07-31,양주1동,남방동,1108,597,511,662,2022-12-20
2021-07-31,양주1동,마전동,539,290,249,302,2022-12-20
2021-07-31,양주1동,산북동,2580,1314,1266,1214,2022-12-20
2021-07-31,양주2동,광사동,11646,5854,5792,4827,2022-12-20
2021-07-31,양주2동,만송동,9399,4420,4979,4080,2022-12-20
2021-07-31,양주2동,삼숭동,19995,9794,10201,7214,2022-12-20
2021-07-31,양주2동,고읍동,9057,4408,4649,3161,2022-12-20
2021-07-31,회천1동,덕정동,8430,4322,4108,3891,2022-12-20
2021-07-31,회천1동,봉양동,1262,795,467,829,2022-12-20
2021-07-31,회천2동,덕계동,21901,11079,10822,9388,2022-12-20
2021-07-31,회천2동,회정동,5296,2708,2588,2255,2022-12-20
2021-07-31,회천3동,덕정동,10199,5024,5175,3695,2022-12-20
2021-07-31,회천3동,고암동,17128,8507,8621,7265,2022-12-20
2021-07-31,회천4동,회암동,929,539,390,527,2022-12-20
2021-07-31,회천4동,율정동,545,329,216,347,2022-12-20
2021-07-31,회천4동,옥정동,52861,26442,26419,21077,2022-12-20
2021-08-31,백석읍,방성리,6376,3349,3027,3190,2022-12-20
2021-08-31,백석읍,오산리,3541,1813,1728,1610,2022-12-20
2021-08-31,백석읍,복지리,9477,4627,4850,3559,2022-12-20
2021-08-31,백석읍,가업리,4875,2414,2461,2080,2022-12-20
2021-08-31,백석읍,홍죽리,884,482,402,482,2022-12-20
2021-08-31,백석읍,연곡리,692,385,307,353,2022-12-20
2021-08-31,백석읍,기산리,491,265,226,368,2022-12-20
2021-08-31,은현면,용암리,1283,726,557,667,2022-12-20
2021-08-31,은현면,선암리,1151,667,484,617,2022-12-20
2021-08-31,은현면,운암리,736,425,311,409,2022-12-20
2021-08-31,은현면,봉암리,933,525,408,529,2022-12-20
2021-08-31,은현면,하패리,994,568,426,543,2022-12-20
2021-08-31,은현면,도하리,734,417,317,404,2022-12-20
2021-08-31,남면,신산리,3054,1669,1385,1552,2022-12-20
2021-08-31,남면,신암리,337,186,151,199,2022-12-20
2021-08-31,남면,매곡리,322,146,176,184,2022-12-20
2021-08-31,남면,구암리,377,223,154,219,2022-12-20
2021-08-31,남면,두곡리,152,81,71,106,2022-12-20
2021-08-31,남면,경신리,298,185,113,185,2022-12-20
2021-08-31,남면,상수리,1040,613,427,626,2022-12-20
2021-08-31,남면,입암리,414,259,155,259,2022-12-20
2021-08-31,남면,한산리,574,316,258,325,2022-12-20
2021-08-31,남면,황방리,331,183,148,166,2022-12-20
2021-08-31,광적면,가납리,5426,2928,2498,2666,2022-12-20
2021-08-31,광적면,광석리,1387,726,661,612,2022-12-20
2021-08-31,광적면,우고리,640,271,369,246,2022-12-20
2021-08-31,광적면,비암리,378,188,190,215,2022-12-20
2021-08-31,광적면,효촌리,549,308,241,276,2022-12-20
2021-08-31,광적면,덕도리,871,519,352,489,2022-12-20
2021-08-31,광적면,석우리,2668,1511,1157,1511,2022-12-20
2021-08-31,장흥면,교현리,1110,629,481,539,2022-12-20
2021-08-31,장흥면,울대리,794,452,342,399,2022-12-20
2021-08-31,장흥면,부곡리,3821,1871,1950,1997,2022-12-20
2021-08-31,장흥면,석현리,413,210,203,260,2022-12-20
2021-08-31,장흥면,일영리,2853,1412,1441,1450,2022-12-20
2021-08-31,장흥면,삼상리,1009,550,459,489,2022-12-20
2021-08-31,장흥면,삼하리,665,358,307,327,2022-12-20
2021-08-31,양주1동,유양동,696,391,305,384,2022-12-20
2021-08-31,양주1동,어둔동,339,178,161,161,2022-12-20
2021-08-31,양주1동,남방동,1106,597,509,662,2022-12-20
2021-08-31,양주1동,마전동,536,283,253,301,2022-12-20
2021-08-31,양주1동,산북동,2594,1323,1271,1221,2022-12-20
2021-08-31,양주2동,광사동,11652,5863,5789,4825,2022-12-20
2021-08-31,양주2동,만송동,9422,4433,4989,4082,2022-12-20
2021-08-31,양주2동,삼숭동,20044,9827,10217,7241,2022-12-20
2021-08-31,양주2동,고읍동,9053,4414,4639,3167,2022-12-20
2021-08-31,회천1동,덕정동,8424,4317,4107,3898,2022-12-20
2021-08-31,회천1동,봉양동,1267,794,473,833,2022-12-20
2021-08-31,회천2동,덕계동,21914,11088,10826,9406,2022-12-20
2021-08-31,회천2동,회정동,5317,2718,2599,2263,2022-12-20
2021-08-31,회천3동,덕정동,10197,5024,5173,3700,2022-12-20
2021-08-31,회천3동,고암동,17167,8525,8642,7294,2022-12-20
2021-08-31,회천4동,회암동,933,538,395,525,2022-12-20
2021-08-31,회천4동,율정동,543,328,215,344,2022-12-20
2021-08-31,회천4동,옥정동,52974,26505,26469,21112,2022-12-20
2021-09-30,백석읍,방성리,6380,3351,3029,3200,2022-12-20
2021-09-30,백석읍,오산리,3539,1811,1728,1609,2022-12-20
2021-09-30,백석읍,복지리,9475,4621,4854,3563,2022-12-20
2021-09-30,백석읍,가업리,4852,2408,2444,2074,2022-12-20
2021-09-30,백석읍,홍죽리,886,481,405,482,2022-12-20
2021-09-30,백석읍,연곡리,699,390,309,357,2022-12-20
2021-09-30,백석읍,기산리,487,264,223,364,2022-12-20
2021-09-30,은현면,용암리,1295,733,562,679,2022-12-20
2021-09-30,은현면,선암리,1155,669,486,621,2022-12-20
2021-09-30,은현면,운암리,733,423,310,411,2022-12-20
2021-09-30,은현면,봉암리,930,523,407,535,2022-12-20
2021-09-30,은현면,하패리,1001,572,429,543,2022-12-20
2021-09-30,은현면,도하리,737,419,318,405,2022-12-20
2021-09-30,남면,신산리,3048,1664,1384,1584,2022-12-20
2021-09-30,남면,신암리,335,184,151,199,2022-12-20
2021-09-30,남면,매곡리,325,150,175,186,2022-12-20
2021-09-30,남면,구암리,389,230,159,226,2022-12-20
2021-09-30,남면,두곡리,147,79,68,101,2022-12-20
2021-09-30,남면,경신리,297,185,112,185,2022-12-20
2021-09-30,남면,상수리,1045,615,430,626,2022-12-20
2021-09-30,남면,입암리,414,259,155,254,2022-12-20
2021-09-30,남면,한산리,576,315,261,325,2022-12-20
2021-09-30,남면,황방리,333,182,151,168,2022-12-20
2021-09-30,광적면,가납리,5438,2936,2502,2685,2022-12-20
2021-09-30,광적면,광석리,1387,725,662,610,2022-12-20
2021-09-30,광적면,우고리,641,274,367,249,2022-12-20
2021-09-30,광적면,비암리,374,186,188,213,2022-12-20
2021-09-30,광적면,효촌리,552,308,244,276,2022-12-20
2021-09-30,광적면,덕도리,859,511,348,483,2022-12-20
2021-09-30,광적면,석우리,2663,1515,1148,1505,2022-12-20
2021-09-30,장흥면,교현리,1116,637,479,541,2022-12-20
2021-09-30,장흥면,울대리,798,456,342,400,2022-12-20
2021-09-30,장흥면,부곡리,3840,1882,1958,2001,2022-12-20
2021-09-30,장흥면,석현리,404,206,198,256,2022-12-20
2021-09-30,장흥면,일영리,2910,1436,1474,1473,2022-12-20
2021-09-30,장흥면,삼상리,1015,552,463,493,2022-12-20
2021-09-30,장흥면,삼하리,680,366,314,338,2022-12-20
2021-09-30,양주1동,유양동,701,395,306,387,2022-12-20
2021-09-30,양주1동,어둔동,338,178,160,162,2022-12-20
2021-09-30,양주1동,남방동,1106,595,511,664,2022-12-20
2021-09-30,양주1동,마전동,528,280,248,298,2022-12-20
2021-09-30,양주1동,산북동,2593,1323,1270,1218,2022-12-20
2021-09-30,양주2동,광사동,11652,5865,5787,4838,2022-12-20
2021-09-30,양주2동,만송동,9399,4416,4983,4081,2022-12-20
2021-09-30,양주2동,삼숭동,20047,9828,10219,7250,2022-12-20
2021-09-30,양주2동,고읍동,9031,4405,4626,3161,2022-12-20
2021-09-30,회천1동,덕정동,8428,4314,4114,3895,2022-12-20
2021-09-30,회천1동,봉양동,1266,797,469,836,2022-12-20
2021-09-30,회천2동,덕계동,21898,11069,10829,9405,2022-12-20
2021-09-30,회천2동,회정동,5332,2724,2608,2279,2022-12-20
2021-09-30,회천3동,덕정동,10211,5036,5175,3711,2022-12-20
2021-09-30,회천3동,고암동,17155,8523,8632,7309,2022-12-20
2021-09-30,회천4동,회암동,918,532,386,518,2022-12-20
2021-09-30,회천4동,율정동,550,334,216,352,2022-12-20
2021-09-30,회천4동,옥정동,53120,26585,26535,21212,2022-12-20
2021-10-31,백석읍,방성리,6407,3358,3049,3215,2022-12-20
2021-10-31,백석읍,오산리,3554,1820,1734,1614,2022-12-20
2021-10-31,백석읍,복지리,9497,4627,4870,3573,2022-12-20
2021-10-31,백석읍,가업리,4844,2402,2442,2080,2022-12-20
2021-10-31,백석읍,홍죽리,881,476,405,483,2022-12-20
2021-10-31,백석읍,연곡리,697,388,309,358,2022-12-20
2021-10-31,백석읍,기산리,494,265,229,368,2022-12-20
2021-10-31,은현면,용암리,1287,728,559,675,2022-12-20
2021-10-31,은현면,선암리,1149,666,483,619,2022-12-20
2021-10-31,은현면,운암리,737,423,314,414,2022-12-20
2021-10-31,은현면,봉암리,935,529,406,536,2022-12-20
2021-10-31,은현면,하패리,1003,573,430,546,2022-12-20
2021-10-31,은현면,도하리,736,416,320,403,2022-12-20
2021-10-31,남면,신산리,3078,1677,1401,1594,2022-12-20
2021-10-31,남면,신암리,345,188,157,203,2022-12-20
2021-10-31,남면,매곡리,323,148,175,184,2022-12-20
2021-10-31,남면,구암리,394,229,165,230,2022-12-20
2021-10-31,남면,두곡리,147,79,68,100,2022-12-20
2021-10-31,남면,경신리,296,184,112,184,2022-12-20
2021-10-31,남면,상수리,1047,618,429,629,2022-12-20
2021-10-31,남면,입암리,416,262,154,254,2022-12-20
2021-10-31,남면,한산리,575,314,261,326,2022-12-20
2021-10-31,남면,황방리,336,184,152,170,2022-12-20
2021-10-31,광적면,가납리,5428,2925,2503,2684,2022-12-20
2021-10-31,광적면,광석리,1383,725,658,613,2022-12-20
2021-10-31,광적면,우고리,643,278,365,251,2022-12-20
2021-10-31,광적면,비암리,374,187,187,214,2022-12-20
2021-10-31,광적면,효촌리,550,306,244,275,2022-12-20
2021-10-31,광적면,덕도리,855,506,349,479,2022-12-20
2021-10-31,광적면,석우리,2659,1512,1147,1501,2022-12-20
2021-10-31,장흥면,교현리,1124,641,483,544,2022-12-20
2021-10-31,장흥면,울대리,785,446,339,395,2022-12-20
2021-10-31,장흥면,부곡리,3844,1875,1969,2014,2022-12-20
2021-10-31,장흥면,석현리,395,199,196,252,2022-12-20
2021-10-31,장흥면,일영리,2972,1465,1507,1498,2022-12-20
2021-10-31,장흥면,삼상리,995,545,450,489,2022-12-20
2021-10-31,장흥면,삼하리,682,369,313,340,2022-12-20
2021-10-31,양주1동,유양동,703,398,305,388,2022-12-20
2021-10-31,양주1동,어둔동,338,179,159,163,2022-12-20
2021-10-31,양주1동,남방동,1108,591,517,662,2022-12-20
2021-10-31,양주1동,마전동,529,280,249,299,2022-12-20
2021-10-31,양주1동,산북동,2589,1319,1270,1214,2022-12-20
2021-10-31,양주2동,광사동,11664,5883,5781,4868,2022-12-20
2021-10-31,양주2동,만송동,9357,4392,4965,4072,2022-12-20
2021-10-31,양주2동,삼숭동,19999,9802,10197,7254,2022-12-20
2021-10-31,양주2동,고읍동,9032,4408,4624,3164,2022-12-20
2021-10-31,회천1동,덕정동,8448,4330,4118,3903,2022-12-20
2021-10-31,회천1동,봉양동,1262,794,468,837,2022-12-20
2021-10-31,회천2동,덕계동,21932,11078,10854,9425,2022-12-20
2021-10-31,회천2동,회정동,5332,2720,2612,2279,2022-12-20
2021-10-31,회천3동,덕정동,10215,5032,5183,3715,2022-12-20
2021-10-31,회천3동,고암동,17123,8522,8601,7316,2022-12-20
2021-10-31,회천4동,회암동,926,537,389,522,2022-12-20
2021-10-31,회천4동,율정동,551,332,219,352,2022-12-20
2021-10-31,회천4동,옥정동,53230,26631,26599,21257,2022-12-20
2021-11-30,백석읍,방성리,6353,3330,3023,3212,2022-12-20
2021-11-30,백석읍,오산리,3540,1819,1721,1609,2022-12-20
2021-11-30,백석읍,복지리,9514,4638,4876,3584,2022-12-20
2021-11-30,백석읍,가업리,4858,2406,2452,2090,2022-12-20
2021-11-30,백석읍,홍죽리,877,475,402,484,2022-12-20
2021-11-30,백석읍,연곡리,696,388,308,358,2022-12-20
2021-11-30,백석읍,기산리,490,263,227,361,2022-12-20
2021-11-30,은현면,용암리,1286,726,560,678,2022-12-20
2021-11-30,은현면,선암리,1146,661,485,617,2022-12-20
2021-11-30,은현면,운암리,734,419,315,414,2022-12-20
2021-11-30,은현면,봉암리,928,525,403,531,2022-12-20
2021-11-30,은현면,하패리,998,567,431,546,2022-12-20
2021-11-30,은현면,도하리,734,414,320,402,2022-12-20
2021-11-30,남면,신산리,3090,1682,1408,1596,2022-12-20
2021-11-30,남면,신암리,346,188,158,202,2022-12-20
2021-11-30,남면,매곡리,324,146,178,188,2022-12-20
2021-11-30,남면,구암리,398,231,167,232,2022-12-20
2021-11-30,남면,두곡리,147,80,67,100,2022-12-20
2021-11-30,남면,경신리,299,184,115,185,2022-12-20
2021-11-30,남면,상수리,1053,621,432,635,2022-12-20
2021-11-30,남면,입암리,411,257,154,252,2022-12-20
2021-11-30,남면,한산리,588,323,265,333,2022-12-20
2021-11-30,남면,황방리,333,182,151,169,2022-12-20
2021-11-30,광적면,가납리,5419,2920,2499,2680,2022-12-20
2021-11-30,광적면,광석리,1388,726,662,617,2022-12-20
2021-11-30,광적면,우고리,636,275,361,248,2022-12-20
2021-11-30,광적면,비암리,373,186,187,214,2022-12-20
2021-11-30,광적면,효촌리,550,303,247,275,2022-12-20
2021-11-30,광적면,덕도리,853,503,350,476,2022-12-20
2021-11-30,광적면,석우리,2666,1520,1146,1509,2022-12-20
2021-11-30,장흥면,교현리,1093,623,470,535,2022-12-20
2021-11-30,장흥면,울대리,788,446,342,398,2022-12-20
2021-11-30,장흥면,부곡리,3845,1881,1964,2027,2022-12-20
2021-11-30,장흥면,석현리,391,197,194,250,2022-12-20
2021-11-30,장흥면,일영리,3043,1502,1541,1532,2022-12-20
2021-11-30,장흥면,삼상리,998,546,452,490,2022-12-20
2021-11-30,장흥면,삼하리,679,367,312,342,2022-12-20
2021-11-30,양주1동,유양동,700,397,303,386,2022-12-20
2021-11-30,양주1동,어둔동,340,182,158,165,2022-12-20
2021-11-30,양주1동,남방동,1106,593,513,660,2022-12-20
2021-11-30,양주1동,마전동,526,278,248,297,2022-12-20
2021-11-30,양주1동,산북동,2580,1313,1267,1211,2022-12-20
2021-11-30,양주2동,광사동,11648,5897,5751,4871,2022-12-20
2021-11-30,양주2동,만송동,9364,4401,4963,4078,2022-12-20
2021-11-30,양주2동,삼숭동,20020,9807,10213,7270,2022-12-20
2021-11-30,양주2동,고읍동,9029,4406,4623,3161,2022-12-20
2021-11-30,회천1동,덕정동,8481,4341,4140,3913,2022-12-20
2021-11-30,회천1동,봉양동,1259,792,467,837,2022-12-20
2021-11-30,회천2동,덕계동,21981,11102,10879,9459,2022-12-20
2021-11-30,회천2동,회정동,5311,2715,2596,2280,2022-12-20
2021-11-30,회천3동,덕정동,10235,5046,5189,3723,2022-12-20
2021-11-30,회천3동,고암동,17119,8520,8599,7321,2022-12-20
2021-11-30,회천4동,회암동,927,537,390,525,2022-12-20
2021-11-30,회천4동,율정동,556,337,219,354,2022-12-20
2021-11-30,회천4동,옥정동,53255,26612,26643,21267,2022-12-20
